paper_id,Title,Authors,Keyword,Abstract,Date,Field,Citations, 
79,Engineering the Neural Automatic Passenger Counter,Nico Jahn Michael Siebert,Machine Learning (cs.LG); Artificial Intelligence (cs.AI),"  Automatic passenger counting (APC) in public transportation has beenapproached with various machine learning and artificial intelligence methodssince its introduction in the 1970s. While equivalence testing is becoming morepopular than difference detection (Student's t-test), the former is much moredifficult to pass to ensure low user risk. On the other hand, recentdevelopments in artificial intelligence have led to algorithms that promisemuch higher counting quality (lower bias). However, gradient-based methods(including Deep Learning) have one limitation: they typically run into localoptima. In this work, we explore and exploit various aspects of machinelearning to increase reliability, performance, and counting quality. We performa grid search with several fundamental parameters: the selection and size ofthe training set, which is similar to cross-validation, and the initial networkweights and randomness during the training process. Using this experiment, weshow how aggregation techniques such as ensemble quantiles can reduce bias, andwe give an idea of the overall spread of the results. We utilize the testsuccess chance, a simulative metric based on the empirical distribution. Wealso employ a post-training Monte Carlo quantization approach and introducecumulative summation to turn counting into a stationary method and allowunbounded counts.    ",2022/03/02,Artificial Intelligence,69,
80,InsertionNet 20 Minimal Contact MultiStep Insertion Using Multimodal Multiview Sensory Input,Oren Spector Vladimir Tchuiev Dotan Di Castro,Robotics (cs.RO); Artificial Intelligence (cs.AI),"  We address the problem of devising the means for a robot to rapidly andsafely learn insertion skills with just a few human interventions and withouthand-crafted rewards or demonstrations. Our InsertionNet version 2.0 providesan improved technique to robustly cope with a wide range of use-cases featuringdifferent shapes, colors, initial poses, etc. In particular, we present aregression-based method based on multimodal input from stereo perception andforce, augmented with contrastive learning for the efficient learning ofvaluable features. In addition, we introduce a one-shot learning technique forinsertion, which relies on a relation network scheme to better exploit thecollected data and to support multi-step insertion tasks. Our method improveson the results obtained with the original InsertionNet, achieving an almostperfect score (above 97.5$\%$ on 200 trials) in 16 real-life insertion taskswhile minimizing the execution time and contact during insertion. We furtherdemonstrate our method's ability to tackle a real-life 3-step insertion taskand perfectly solve an unseen insertion task without learning.    ",2022/03/02,Artificial Intelligence,112,
81,ParameterEfficient MixtureofExperts Architecture for Pretrained Language Models,ZeFeng Gao Peiyu Liu Wayne Xin Zhao ZhongYi Lu JiRong Wen,Computation and Language (cs.CL); Artificial Intelligence (cs.AI); Machine Learning (cs.LG); Quantum Physics (quant-ph),"  The state-of-the-art Mixture-of-Experts (short as MoE) architecture hasachieved several remarkable successes in terms of increasing model capacity.However, MoE has been hindered widespread adoption due to complexity,communication costs, and training instability. Here we present a novel MoEarchitecture based on matrix product operators (MPO) from quantum many-bodyphysics. It can decompose an original matrix into central tensors (containingthe core information) and auxiliary tensors (with only a small proportion ofparameters). With the decomposed MPO structure, we can reduce the parameters ofthe original MoE architecture by sharing a global central tensor across expertsand keeping expert-specific auxiliary tensors. We also design the gradient maskstrategy for the tensor structure of MPO to alleviate the overfitting problem.Experiments on the three well-known downstream natural language datasets basedon GPT2 show improved performance and efficiency in increasing model capacity(7.26x fewer parameters with the same amount of experts). We additionallydemonstrate an improvement in the positive transfer effects of our approach formulti-task learning.    ",2022/03/02,Artificial Intelligence,96,
82,Visionbased Largescale 3D Semantic Mapping for Autonomous Driving Applications,Qing Cheng Niclas Zeller Daniel Cremers,Computer Vision and Pattern Recognition (cs.CV); Artificial Intelligence (cs.AI),"  In this paper, we present a complete pipeline for 3D semantic mapping solelybased on a stereo camera system. The pipeline comprises a direct sparse visualodometry front-end as well as a back-end for global optimization including GNSSintegration, and semantic 3D point cloud labeling. We propose a simple buteffective temporal voting scheme which improves the quality and consistency ofthe 3D point labels. Qualitative and quantitative evaluations of our pipelineare performed on the KITTI-360 dataset. The results show the effectiveness ofour proposed voting scheme and the capability of our pipeline for efficientlarge-scale 3D semantic mapping. The large-scale mapping capabilities of ourpipeline is furthermore demonstrated by presenting a very large-scale semanticmap covering 8000 km of roads generated from data collected by a fleet ofvehicles.    ",2022/03/02,Artificial Intelligence,122,
83,OnDevice Learning A Neural Network Based FieldTrainable Edge AI,Hiroki Matsutani Mineto Tsukada Masaaki Kondo,Machine Learning (cs.LG); Artificial Intelligence (cs.AI),"  In real-world edge AI applications, their accuracy is often affected byvarious environmental factors, such as noises, location/calibration of sensors,and time-related changes. This article introduces a neural network basedon-device learning approach to address this issue without going deep. Ourapproach is quite different from de facto backpropagation based training buttailored for low-end edge devices. This article introduces its algorithm andimplementation on a wireless sensor node consisting of Raspberry Pi Pico andlow-power wireless module. Experiments using vibration patterns of rotatingmachines demonstrate that retraining by the on-device learning significantlyimproves an anomaly detection accuracy at a noisy environment while savingcomputation and communication costs for low power.    ",2022/03/02,Artificial Intelligence,74,
84,Satellite Image and Machine Learning based Knowledge Extraction in the Poverty and Welfare Domain,Ola Hall Mattias Ohlsson Thortseinn Rögnvaldsson,Computers and Society (cs.CY); Artificial Intelligence (cs.AI); General Economics (econ.GN),"  Recent advances in artificial intelligence and machine learning have createda step change in how to measure human development indicators, in particularasset based poverty. The combination of satellite imagery and machine learninghas the capability to estimate poverty at a level similar to what is achievedwith workhorse methods such as face-to-face interviews and household surveys.An increasingly important issue beyond static estimations is whether thistechnology can contribute to scientific discovery and consequently newknowledge in the poverty and welfare domain. A foundation for achievingscientific insights is domain knowledge, which in turn translates intoexplainability and scientific consistency. We review the literature focusing onthree core elements relevant in this context: transparency, interpretability,and explainability and investigate how they relates to the poverty, machinelearning and satellite imagery nexus. Our review of the field shows that thestatus of the three core elements of explainable machine learning(transparency, interpretability and domain knowledge) is varied and does notcompletely fulfill the requirements set up for scientific insights anddiscoveries. We argue that explainability is essential to support widerdissemination and acceptance of this research, and explainability means morethan just interpretability.    ",2022/03/02,Artificial Intelligence,103,
85,Mobile device users susceptibility to phishing attacks,F Ley Sylvester,Cryptography and Security (cs.CR),"The mobile device is one of the fasted growing technologies that is widelyused in a diversifying sector. Mobile devices are used for everyday life, suchas personal information exchange - chatting, email, shopping, and mobilebanking, contributing to information security threats. Users' behavior caninfluence information security threats. More research is needed to understandusers' threat avoidance behavior and motivation. Using Technology threatavoidance theory (TTAT), this study assessed factors that influenced mobiledevice users' threat avoidance motivations and behaviors as it relates tophishing attacks. From the data collected from 137 mobile device users using aquestionnaire, the findings indicate that (1) mobile device users' perceivedsusceptibility and severity of phishing attacks have a significant correlationwith a users' perception of the threat; (2) mobile device users' motivation toavoid a threat is correlated to a users' behavior in avoiding threat; and (3) amobile device user's susceptibility to phishing attacks can be reduced by theirperception of the threat. These findings reveal that a user's perception ofthreat increases if they perceive that the consequence of such threat to theirmobile devices will be severe, thereby increasing a user's motivation andbehavior to avoid phishing attack threats. This study is beneficial to mobiledevice users in personal and organizational settings.",3/2/2022,Cryptography and Security,84,
86,Computation offloading to hardware accelerators in Intel SGX and Gramine Library OS,Dmitrii Kuvaiskii Gaurav Kumar Mona Vij,Cryptography and Security (cs.CR); Software Engineering (cs.SE),"The Intel Software Guard Extensions (SGX) technology enables applications torun in an isolated SGX enclave environment, with elevated confidentiality andintegrity guarantees. Gramine Library OS facilitates execution of existingunmodified applications in SGX enclaves, requiring only an accompanyingmanifest file that describes the application's security posture andconfiguration. However, Intel SGX is a CPU-only technology, thus Graminecurrently supports CPU-only workloads. To enable a broader class ofapplications that offload computations to hardware accelerators - GPU offload,NIC offload, FPGA offload, TPM communications - Gramine must be augmented withdevice-backed mmap support and generic ioctl support. In this paper, wedescribe the design and implementation of this newly added support, thecorresponding changes to the manifest-file syntax and the requisite deep copyalgorithm. We evaluate our implementation on Intel Media SDK workloads anddiscuss the encountered caveats and limitations. Finally, we outline a use casefor the presented mmap/ioctl support beyond mere device communication, namelythe mechanism to slice the application into the trusted enclave part (where thecore application executes) and the untrusted shared-memory part (where insecureshared libraries execute).",3/2/2022,Cryptography and Security,75,
87,Detecting HighQuality GANGenerated Face Images using Neural Networks,Ehsan Nowroozi Mauro Conti Yassine Mekdad,Cryptography and Security (cs.CR); Computer Vision and Pattern Recognition (cs.CV); Machine Learning (cs.LG); Image and Video Processing (eess.IV),"In the past decades, the excessive use of the last-generation GAN (GenerativeAdversarial Networks) models in computer vision has enabled the creation ofartificial face images that are visually indistinguishable from genuine ones.These images are particularly used in adversarial settings to create fakesocial media accounts and other fake online profiles. Such malicious activitiescan negatively impact the trustworthiness of users identities. On the otherhand, the recent development of GAN models may create high-quality face imageswithout evidence of spatial artifacts. Therefore, reassembling uniform colorchannel correlations is a challenging research problem. To face thesechallenges, we need to develop efficient tools able to differentiate betweenfake and authentic face images. In this chapter, we propose a new strategy todifferentiate GAN-generated images from authentic images by leveraging spectralband discrepancies, focusing on artificial face image synthesis. In particular,we enable the digital preservation of face images using the Cross-bandco-occurrence matrix and spatial co-occurrence matrix. Then, we implement thesetechniques and feed them to a Convolutional Neural Networks (CNN) architectureto identify the real from artificial faces. Additionally, we show that theperformance boost is particularly significant and achieves more than 92% indifferent post-processing environments. Finally, we provide several researchobservations demonstrating that this strategy improves a comparable detectionmethod based only on intra-band spatial co-occurrences.",3/3/2022,Cryptography and Security,11,
88,Difficult for Thee But Not for Me Measuring the Difficulty and User Experience of Remediating Persistent IoT Malware,Elsa Rodríguez Max Fukkink Simon Parkin Michel van Eeten Carlos Gañán,Cryptography and Security (cs.CR); Human-Computer Interaction (cs.HC),"Consumer IoT devices may suffer malware attacks, and be recruited intobotnets or worse. There is evidence that generic advice to device owners toaddress IoT malware can be successful, but this does not account for emergingforms of persistent IoT malware. Less is known about persistent malware, whichresides on persistent storage, requiring targeted manual effort to remove it.This paper presents a field study on the removal of persistent IoT malware byconsumers. We partnered with an ISP to contrast remediation times of 760customers across three malware categories: Windows malware, non-persistent IoTmalware, and persistent IoT malware. We also contacted ISP customers identifiedas having persistent IoT malware on their network-attached storage devices,specifically QSnatch. We found that persistent IoT malware exhibits a meaninfection duration many times higher than Windows or Mirai malware; QSnatch hasa survival probability of 30% after 180 days, whereby most if not all otherobserved malware types have been removed. For interviewed device users, QSnatchinfections lasted longer, so are apparently more difficult to get rid of, yetparticipants did not report experiencing difficulty in following notificationinstructions. We see two factors driving this paradoxical finding: First, mostusers reported having high technical competency. Also, we found evidence ofplanning behavior for these tasks and the need for multiple notifications. Ourfindings demonstrate the critical nature of interventions from outside forpersistent malware, since automatic scan of an AV tool or a power cycle, likewe are used to for Windows malware and Mirai infections, will not solvepersistent IoT malware infections.",3/3/2022,Cryptography and Security,41,
89,SoK SCT Auditing in Certificate Transparency,Sarah Meiklejohn Joe DeBlasio Devon OBrien Chris Thompson Kevin Yeo Emily Stark,Cryptography and Security (cs.CR),"The Web public key infrastructure is essential to providing securecommunication on the Internet today, and certificate authorities play a crucialrole in this ecosystem by issuing certificates. These authorities may misissuecertificates or suffer misuse attacks, however, which has given rise to theCertificate Transparency (CT) project. The goal of CT is to store all issuedcertificates in public logs, which can then be checked for the presence ofpotentially misissued certificates. Thus, the requirement that a givencertificate is indeed in one (or several) of these logs lies at the core of CT.In its current deployment, however, most individual clients do not check thatthe certificates they see are in logs, as requesting a proof of inclusiondirectly reveals the certificate and thus creates the clear potential for aviolation of that client's privacy. In this paper, we explore the techniquesthat have been proposed for privacy-preserving auditing of certificateinclusion, focusing on their effectiveness, efficiency, and suitability in anear-term deployment. In doing so, we also explore the parallels with relatedproblems involving browser clients. Guided by a set of constraints that wedevelop, we ultimately observe several key limitations in many proposals,ranging from their privacy provisions to the fact that they focus on theinteraction between a client and a log but leave open the question of how aclient could privately report any certificates that are missing.",3/3/2022,Cryptography and Security,111,
90,5G Network Slice Isolation,Stan Wong Bin Han Hans D Schotten,Cryptography and Security (cs.CR); Networking and Internet Architecture (cs.NI),"This article reveals an adequate comprehension of basic defense, securitychallenges, 2 and attack vectors in deploying multi-network slicing. Networkslicing is a revolutionary concept 3 of providing mobile network on-demand andexpanding mobile networking business and services 4 to a new era. The newbusiness paradigm and service opportunities are encouraging vertical 5industries to join and develop their own mobile network capabilities forenhanced performances 6 that are coherent with their applications. However, anumber of security concerns are also raised 7 in this new era. In this article,we focus on the deployment of multi-network slicing with multi8 tenancy. Weidentify the security concerns, and discuss about the defense approaches suchas 9 network slice isolation and insulation in a multi-layer network slicingsecurity model. Also, we 10 identify the importance to appropriately select thenetwork slice isolation points, and propose 11 a generic framework to optimizethe isolation policy regarding the implementation cost while 12 guaranteeingthe security and performance requirements.",3/3/2022,Cryptography and Security,135,
91,How Do Organizations Seek Cyber Assurance Investigations on the Adoption of the Common Criteria and Beyond,Nan Sun ChangTsun Li Hin Chan Md Zahidul Islam Md Rafiqul Islam Warren Armstrong,Cryptography and Security (cs.CR),"Cyber assurance, which is the ability to operate under the onslaught of cyberattacks and other unexpected events, is essential for organizations facinginundating security threats on a daily basis. Organizations usually employmultiple strategies to conduct risk management to achieve cyber assurance.Utilizing cybersecurity standards and certifications can provide guidance forvendors to design and manufacture secure Information and CommunicationTechnology (ICT) products as well as provide a level of assurance of thesecurity functionality of the products for consumers. Hence, employing securitystandards and certifications is an effective strategy for risk management andcyber assurance. In this work, we begin with investigating the adoption ofcybersecurity standards and certifications by surveying 258 participants fromorganizations across various countries and sectors. Specifically, we identifyadoption barriers of the Common Criteria through the designed questionnaire.Taking into account the seven identified adoption barriers, we show therecommendations for promoting cybersecurity standards and certifications.Moreover, beyond cybersecurity standards and certifications, we shed light onother risk management strategies devised by our participants, which providesdirections on cybersecurity approaches for enhancing cyber assurance inorganizations.",3/3/2022,Cryptography and Security,119,
92,Security Analysis of Two Recent PairingFree Certificateless TwoParty Authenticated Key Agreement Protocols for Smart Grid,YongJin Kim DokJun An KumSok Sin YouJin Jong OkChol Ri,Cryptography and Security (cs.CR),"Smart grids are intelligent power transmission networks that monitor andcontrol communication participants and grid nodes to ensure bidirectional flowof information and power between all nodes. To secure the smart grid, it isvery important to design the key agreement protocol. The pairing-freecertificateless two-party authenticated key agreement protocol has been widelystudied and applied as a basic core protocol to protect the security of thesmart grid. Until now, various protocols have been proposed, and theseprotocols are being introduced and operated not only in smart grid, but also insmart cities, healthcare, and vehicle ad hoc networks. In this paper, weanalyzed the security properties of two recently proposed pairing-freecertificateless two-party authenticated key agreement protocols for Smart grid.According to our analysis, these two protocols are insecure against basicimpersonation attacks of malicious key-generator centers, man-in-the-middleattacks of malicious key generator centers, and key offset attacks. We alsofound and pointed out some errors in the descriptions of these protocols.",3/3/2022,Cryptography and Security,35,
93,Disperse rotation operator DRT and use in some stream ciphers,YongJin Kim YongHo Yon SonGyong Kim,Cryptography and Security (cs.CR),"The rotation operator is frequently used in several stream ciphers, includingHC-128, Rabbit, and Salsa20, the final candidates for eSTREAM. This is becausethe rotation operator (ROT) is simple but has very good dispersibility. In thispaper, we propose a disperse rotation operator (DRT), which has the samestructure as ROT but has better dispersibility. In addition, the use of DRTinstead of ROT has shown that the quality of the output stream of all threestream ciphers was significantly improved. However, the use of DRT instead ofROT in the HC-128 stream cipher prevents the expansion of differential attacksbased on LSB.",3/3/2022,Cryptography and Security,93,
94,A Survey of Analysis Methods for Security and Safety verification in IoT Systems,Lobna Abuserrieh Manar H Alalfi,Cryptography and Security (cs.CR); Software Engineering (cs.SE),"Internet of Things (IoT) has been rapidly growing in the past few years inall life disciplines. IoT provides automation and smart control to its users indifferent domains such as home automation, healthcare systems, automotive, andmany more. Given the tremendous number of connected IoT devices, this growthleads to enormous automatic interactions among sizeable IoT apps in theirenvironment, making IoT apps more intelligent and more enjoyable to theirusers. But some unforeseen interactions of IoT apps and any potential maliciousbehaviour can seriously cause insecure and unsafe consequences to its users,primarily non-experts, who lack the required knowledge regarding the potentialimpact of their IoT automation processes. In this paper, we study the problemof security and safety verification of IoT systems. We survey techniques thatutilize program analysis to verify IoT applications' security and safetyproperties. The study proposes a set of categorization and classificationattributes to enhance our understanding of the research landscape in thisdomain. Moreover, we discuss the main challenges considered in the surveyedwork and potential solutions that could be adopted to ensure the security andsafety of IoT systems.",3/3/2022,Cryptography and Security,126,
95,EnclaveTree Privacypreserving Data Stream Training and Inference Using TEE,Qifan Wang Shujie Cui Lei Zhou Ocean Wu Yonghua Zhu Giovanni Russello,Cryptography and Security (cs.CR),"The classification service over a stream of data is becoming an importantoffering for cloud providers, but users may encounter obstacles in providingsensitive data due to privacy concerns. While Trusted Execution Environments(TEEs) are promising solutions for protecting private data, they remainvulnerable to side-channel attacks induced by data-dependent access patterns.We propose a Privacy-preserving Data Stream Training and Inference scheme,called EnclaveTree, that provides confidentiality for user's data and thetarget models against a compromised cloud service provider. We design amatrix-based training and inference procedure to train the Hoeffding Tree (HT)model and perform inference with the trained model inside the trusted area ofTEEs, which provably prevent the exploitation of access-pattern-based attacks.The performance evaluation shows that EnclaveTree is practical for processingthe data streams with small or medium number of features. When there are lessthan 63 binary features, EnclaveTree is up to ${\thicksim}10{\times}$ and${\thicksim}9{\times}$ faster than naïve oblivious solution on training andinference, respectively.",3/2/2022,Cryptography and Security,7,
96,Detection of Word Adversarial Examples in Text Classification Benchmark and Baseline via Robust Density Estimation,KiYoon Yoo Jangho Kim Jiho Jang Nojun Kwak,Computation and Language (cs.CL); Cryptography and Security (cs.CR); Machine Learning (cs.LG),"Word-level adversarial attacks have shown success in NLP models, drasticallydecreasing the performance of transformer-based models in recent years. As acountermeasure, adversarial defense has been explored, but relatively fewefforts have been made to detect adversarial examples. However, detectingadversarial examples may be crucial for automated tasks (e.g. review sentimentanalysis) that wish to amass information about a certain population andadditionally be a step towards a robust defense system. To this end, we releasea dataset for four popular attack methods on four datasets and four models toencourage further research in this field. Along with it, we propose acompetitive baseline based on density estimation that has the highest AUC on 29out of 30 dataset-attack-model combinations. Source code is available inthis https URL.",3/3/2022,Cryptography and Security,17,
97,Quantum Proofs of Deletion for Learning with Errors,Alexander Poremba,Quantum Physics (quant-ph); Cryptography and Security (cs.CR),"Quantum information has the property that measurement is an inherentlydestructive process. This feature is most apparent in the principle ofcomplementarity, which states that mutually incompatible observables cannot bemeasured at the same time. Recent work by Broadbent and Islam (TCC 2020) buildson this aspect of quantum mechanics to realize a cryptographic notion calledcertified deletion. While this remarkable notion enables a classical verifierto be convinced that a (private-key) quantum ciphertext has been deleted by anuntrusted party, it offers no additional layer of functionality.In this work, we augment the proof-of-deletion paradigm with fullyhomomorphic encryption (FHE). This results in a new and powerful cryptographicnotion called fully homomorphic encryption with certified deletion -- aninteractive protocol which enables an untrusted quantum server to compute onencrypted data and, if requested, to simultaneously prove data deletion to aclient. Our main technical ingredient is an interactive protocol by which aquantum prover can convince a classical verifier that a sample from theLearning with Errors (LWE) distribution in the form of a quantum state wasdeleted. We introduce an encoding based on Gaussian coset states which ishighly generic and suggests that essentially any LWE-based cryptographicprimitive admits a classically-verifiable quantum proof of deletion. As anapplication of our protocol, we construct a Dual-Regev public-key encryptionscheme with certified deletion, which we then extend towards a (leveled) FHEscheme of the same type. Our construction achieves indistinguishableciphertexts in the semi-honest adversarial model, even if the secret key islater revealed after deletion has taken place.",3/3/2022,Cryptography and Security,99,
98,Private HighDimensional Hypothesis Testing,Shyam Narayanan,Data Structures and Algorithms (cs.DS); Cryptography and Security (cs.CR); Information Theory (cs.IT); Machine Learning (cs.LG); Statistics Theory (math.ST),"We provide improved differentially private algorithms for identity testing ofhigh-dimensional distributions. Specifically, for $d$-dimensional Gaussiandistributions with known covariance $\Sigma$, we can test whether thedistribution comes from $\mathcal{N}(\mu^*, \Sigma)$ for some fixed $\mu^*$ orfrom some $\mathcal{N}(\mu, \Sigma)$ with total variation distance at least$\alpha$ from $\mathcal{N}(\mu^*, \Sigma)$ with $(\varepsilon, 0)$-differentialprivacy, using only \[\tilde{O}\left(\frac{d^{1/2}}{\alpha^2} +\frac{d^{1/3}}{\alpha^{4/3} \cdot \varepsilon^{2/3}} + \frac{1}{\alpha \cdot\varepsilon}\right)\] samples if the algorithm is allowed to be computationallyinefficient, and only \[\tilde{O}\left(\frac{d^{1/2}}{\alpha^2} +\frac{d^{1/4}}{\alpha \cdot \varepsilon}\right)\] samples for a computationallyefficient algorithm. We also provide a matching lower bound showing that ourcomputationally inefficient algorithm has optimal sample complexity. We alsoextend our algorithms to various related problems, including mean testing ofGaussians with bounded but unknown covariance, uniformity testing of productdistributions over $\{\pm 1\}^d$, and tolerant testing.Our results improve over the previous best work of Canonne, Kamath, McMillan,Ullman, and Zakynthinou \cite{CanonneKMUZ20} for both computationally efficientand inefficient algorithms, and even our computationally efficient algorithmmatches the optimal \emph{non-private} sample complexity of$O\left(\frac{\sqrt{d}}{\alpha^2}\right)$ in many standard parameter settings.In addition, our results show that, surprisingly, private identity testing of$d$-dimensional Gaussians can be done with fewer samples than private identitytesting of discrete distributions over a domain of size $d$ \cite{AcharyaSZ18},which refutes a conjectured lower bound of Canonne et al. \cite{CanonneKMUZ20}.",3/3/2022,Cryptography and Security,134,
99,Label Leakage and Protection from Forward Embedding in Vertical Federated Learning,Jiankai Sun Xin Yang Yuanshun Yao Chong Wang,Machine Learning (cs.LG); Cryptography and Security (cs.CR),"Vertical federated learning (vFL) has gained much attention and been deployedto solve machine learning problems with data privacy concerns in recent years.However, some recent work demonstrated that vFL is vulnerable to privacyleakage even though only the forward intermediate embedding (rather than rawfeatures) and backpropagated gradients (rather than raw labels) arecommunicated between the involved participants. As the raw labels often containhighly sensitive information, some recent work has been proposed to prevent thelabel leakage from the backpropagated gradients effectively in vFL. However,these work only identified and defended the threat of label leakage from thebackpropagated gradients. None of these work has paid attention to the problemof label leakage from the intermediate embedding. In this paper, we propose apractical label inference method which can steal private labels effectivelyfrom the shared intermediate embedding even though some existing protectionmethods such as label differential privacy and gradients perturbation areapplied. The effectiveness of the label attack is inseparable from thecorrelation between the intermediate embedding and corresponding privatelabels. To mitigate the issue of label leakage from the forward embedding, weadd an additional optimization goal at the label party to limit the labelstealing ability of the adversary by minimizing the distance correlationbetween the intermediate embedding and corresponding private labels. Weconducted massive experiments to demonstrate the effectiveness of our proposedprotection methods.",3/2/2022,Cryptography and Security,4,
100,NearOptimal Correlation Clustering with Privacy,Vincent CohenAddad Chenglin Fan Silvio Lattanzi Slobodan Mitrović Ashkan NorouziFard Nikos Parotsidis Jakub Tarnawski,Machine Learning (cs.LG); Cryptography and Security (cs.CR); Data Structures and Algorithms (cs.DS),"Correlation clustering is a central problem in unsupervised learning, withapplications spanning community detection, duplicate detection, automatedlabelling and many more. In the correlation clustering problem one receives asinput a set of nodes and for each node a list of co-clustering preferences, andthe goal is to output a clustering that minimizes the disagreement with thespecified nodes' preferences. In this paper, we introduce a simple andcomputationally efficient algorithm for the correlation clustering problem withprovable privacy guarantees. Our approximation guarantees are stronger thanthose shown in prior work and are optimal up to logarithmic factors.",3/2/2022,Cryptography and Security,27,
101,Enhancing Adversarial Robustness for Deep Metric Learning,Mo Zhou Vishal M Patel,Machine Learning (cs.LG); Cryptography and Security (cs.CR); Computer Vision and Pattern Recognition (cs.CV),"Owing to security implications of adversarial vulnerability, adversarialrobustness of deep metric learning models has to be improved. In order to avoidmodel collapse due to excessively hard examples, the existing defenses dismissthe min-max adversarial training, but instead learn from a weak adversaryinefficiently. Conversely, we propose Hardness Manipulation to efficientlyperturb the training triplet till a specified level of hardness for adversarialtraining, according to a harder benign triplet or a pseudo-hardness function.It is flexible since regular training and min-max adversarial training are itsboundary cases. Besides, Gradual Adversary, a family of pseudo-hardnessfunctions is proposed to gradually increase the specified hardness level duringtraining for a better balance between performance and robustness. Additionally,an Intra-Class Structure loss term among benign and adversarial examplesfurther improves model robustness and efficiency. Comprehensive experimentalresults suggest that the proposed method, although simple in its form,overwhelmingly outperforms the state-of-the-art defenses in terms ofrobustness, training efficiency, as well as performance on benign examples.",3/2/2022,Cryptography and Security,46,
102,PrivacyAware Crowd Labelling for Machine Learning Tasks,Giannis Haralabopoulos Ioannis Anagnostopoulos,Human-Computer Interaction (cs.HC); Cryptography and Security (cs.CR); Machine Learning (cs.LG); Social and Information Networks (cs.SI),"The extensive use of online social media has highlighted the importance ofprivacy in the digital space. As more scientists analyse the data created inthese platforms, privacy concerns have extended to data usage within theacademia. Although text analysis is a well documented topic in academicliterature with a multitude of applications, ensuring privacy of user-generatedcontent has been overlooked. Most sentiment analysis methods require emotionlabels, which can be obtained through crowdsourcing, where non-expertindividuals contribute to scientific tasks. The text itself has to be exposedto third parties in order to be labelled. In an effort to reduce the exposureof online users' information, we propose a privacy preserving text labellingmethod for varying applications, based in crowdsourcing. We transform text withdifferent levels of privacy, and analyse the effectiveness of thetransformation with regards to label correlation and consistency. Our resultssuggest that privacy can be implemented in labelling, retaining theannotational diversity and subjectivity of traditional labelling.",2/3/2022,Cryptography and Security,40,
103,Efficient Data Structures for Exploiting Sparsity and Structure in Representation of Polynomial Optimization Problems Implementation in SOSTOOLS,Declan Jagt Sachin Shivakumar Peter Seiler Matthew Peet,Optimization and Control (math.OC); Mathematical Software (cs.MS),"We present a new data structure for representation of polynomial variables inthe parsing of sum-of-squares (SOS) programs. In SOS programs, the variables$s(x;P)$ are polynomial in the independent variables $x$, but linear in thedecision variables $P$. Current SOS parsers, however, fail to exploit thesemi-linear structure of the polynomial variables, treating the decisionvariables as independent variables in their representation. This results inunnecessary overhead in storage and manipulation of the polynomial variables,prohibiting the parser from addressing larger-scale optimization problems. Toeliminate this computational overhead, we introduce a new representation ofpolynomial variables, the ""dpvar"" structure, that is affine in the decisionvariables. We show that the complexity of operations on variables in the dpvarrepresentation scales favorably with the number of decision variables. Wefurther show that the required memory for storing polynomial variables isrelatively small using the dpvar structure, particularly when exploiting theMATLAB sparse storage structure. Finally, we incorporate the dpvar datastructure into SOSTOOLS 4.00, and test the performance of the parser forseveral polynomial optimization problems.",3/3/2022,Math,129,
104,MooAFEM An object oriented Matlab code for higherorder nonlinear adaptive FEM,Michael Innerberger Dirk Praetorius,Numerical Analysis (math.NA); Mathematical Software (cs.MS),"We present an easily accessible, object oriented code (written exclusively inMatlab) for finite element simulations in 2D. The object oriented programmingparadigm allows for fast implementation of higher-order FEM on triangularmeshes for problems with very general coefficients. In particular, our code canhandle problems typically arising from iterative linearization methods used tosolve nonlinear PDEs. We explain the basic principles of our code and givenumerical experiments that underline its flexibility as well as its efficiency.",3/3/2022,Math,75,
105,Vertical Federated Principal Component Analysis and Its Kernel Extension on Featurewise Distributed Data,Yiuming Cheung Juyong Jiang Feng Yu Jian Lou,"Machine Learning (cs.LG); Distributed, Parallel, and Cluster Computing (cs.DC)","Despite enormous research interest and rapid application of federatedlearning (FL) to various areas, existing studies mostly focus on supervisedfederated learning under the horizontally partitioned local dataset setting.This paper will study the unsupervised FL under the vertically partitioneddataset setting. Accordingly, we propose the federated principal componentanalysis for vertically partitioned dataset (VFedPCA) method, which reduces thedimensionality across the joint datasets over all the clients and extracts theprincipal component feature information for downstream data analysis. Wefurther take advantage of the nonlinear dimensionality reduction and proposethe vertical federated advanced kernel principal component analysis (VFedAKPCA)method, which can effectively and collaboratively model the nonlinear natureexisting in many real datasets. In addition, we study two communicationtopologies. The first is a server-client topology where a semi-trusted servercoordinates the federated training, while the second is the fully-decentralizedtopology which further eliminates the requirement of the server by allowingclients themselves to communicate with their neighbors. Extensive experimentsconducted on five types of real-world datasets corroborate the efficacy ofVFedPCA and VFedAKPCA under the vertically partitioned FL setting. Code isavailable at: this https URL",3/3/2022,Cluster,12,
