paper_id,Title,Authors,Keyword,Abstract,Date,Field,Citations, ,,,,,,,,,,,,
129,Descending Price Auctions with Bounded Number of Price Levels and Batched Prophet Inequality,Saeed Alaei Ali Makhdoumi Azarakhsh Malekian Rad Niazadeh,Computer Science and Game Theory (cs.GT); Discrete Mathematics (cs.DM); Data Structures and Algorithms (cs.DS); Theoretical Economics (econ.TH),"We consider descending price auctions for selling $m$ units of a good to unitdemand i.i.d. buyers where there is an exogenous bound of $k$ on the number ofprice levels the auction clock can take. The auctioneer's problem is to chooseprice levels $p_1 > p_2 > \cdots > p_{k}$ for the auction clock such thatauction expected revenue is maximized. The prices levels are announced prior tothe auction. We reduce this problem to a new variant of prophet inequality,which we call \emph{batched prophet inequality}, where a decision-maker chooses$k$ (decreasing) thresholds and then sequentially collects rewards (up to $m$)that are above the thresholds with ties broken uniformly at random. For thespecial case of $m=1$ (i.e., selling a single item), we show that the resultingdescending auction with $k$ price levels achieves $1- 1/e^k$ of theunrestricted (without the bound of $k$) optimal revenue. That means adescending auction with just 4 price levels can achieve more than 98\% of theoptimal revenue. We then extend our results for $m>1$ and provide a closed-formbound on the competitive ratio of our auction as a function of the number ofunits $m$ and the number of price levels $k$.",3/4/2022,Discrete Mathematics,45,,,,,,,,,,,,,
130,Open Source Routers A Survey,Mazdak Fatahi Masou Soursouri Pooya Pourmohammad Mahmood Ahmadi,Networking and Internet Architecture (cs.NI),"Variety, size and complexity of data types, services and applications inInternet is continuously growing up. This increasing of complexity needs morepowerful and sophisticated equipment's. One group of these devices that hasessential role are routers. Some of vendors produce some elaborate and complexproducts but the commercial solutions are too closed and inflexible. The term""Open Source Routers"" covers a lot of implementations of free software routers.Open Source Routers are solutions to overcome commercial solutions with closedplatforms. In this article, we survey the existing implementations and a widearray of past and state-of-the-art projects on open software routers followedby a discussion of major challenges in this area.",3/6/2022,Networking and Internet Architecture,129,,,,,,,,,,,,,
131,Towards Smart Networking with SDN Enabled IPv6 Network,Babu R Dawadi Danda B Rawat Shashidhar R Joshi Pietro Manzoni,Networking and Internet Architecture (cs.NI),"This paper presents the features and benefits of legacy IPv4 networkmigration towards major two latest networking paradigms viz. Internet protocolversion 6 (IPv6) and the software-defined networking (SDN). These latestnetworking paradigms are the enabler of future generation networking so thatthe standards and requirements of fifth generation (5G) wireless networking canbe achieved. Features and migration approaches of IPv6 and SDN will beseparately discussed, then a joint migration approach of SDN and IPv6 networktermed as SoDIP6 network migration will be presented, and the integration ofSoDIP6 network as a backbone of 5G network will be introduced.",3/26/2022,Networking and Internet Architecture,38,,,,,,,,,,,,,
132,5G Network Slice Isolation,Stan Wong Bin Han Hans D Schotten,Cryptography and Security (cs.CR); Networking and Internet Architecture (cs.NI),"This article reveals an adequate comprehension of basic defense, securitychallenges, 2 and attack vectors in deploying multi-network slicing. Networkslicing is a revolutionary concept 3 of providing mobile network on-demand andexpanding mobile networking business and services 4 to a new era. The newbusiness paradigm and service opportunities are encouraging vertical 5industries to join and develop their own mobile network capabilities forenhanced performances 6 that are coherent with their applications. However, anumber of security concerns are also raised 7 in this new era. In this article,we focus on the deployment of multi-network slicing with multi8 tenancy. Weidentify the security concerns, and discuss about the defense approaches suchas 9 network slice isolation and insulation in a multi-layer network slicingsecurity model. Also, we 10 identify the importance to appropriately select thenetwork slice isolation points, and propose 11 a generic framework to optimizethe isolation policy regarding the implementation cost while 12 guaranteeingthe security and performance requirements.",3/8/2022,Networking and Internet Architecture,140,,,,,,,,,,,,,
133,Low complexity equalization for AFDM in doubly dispersive channels,Ali Bemani Nassar Ksairi Marios Kountouris,Information Theory (cs.IT); Signal Processing (eess.SP),"We present Affine Frequency Division Multiplexing (AFDM), a new chirp-basedmulticarrier transceiver scheme for high mobility communications innext-generation wireless systems. AFDM is based on discrete affine Fouriertransform (DAFT), a generalization of discrete Fourier transform characterizedwith two parameters that can be adapted to better cope with doubly dispersivechannels. Based on the derived input-output relation, the DAFT parametersunderlying AFDM are set in such a way to avoid that time domain channel pathswith distinct delays or Doppler frequency shifts overlap in the DAFT domain.The resulting DAFT domain impulse response thus conveys a full delay-Dopplerrepresentation of the channel. We show that AFDM can achieve the full diversityof linear time-varying (LTV) channels. Our analytical results are validatedthrough numerical simulations, which evince that AFDM outperformsstate-of-the-art multicarrier schemes in terms of bit error rate (BER) indoubly dispersive channels.",3/8/2022,Information Theory,62,,,,,,,,,,,,,
134,Distributed MatrixVector Multiplication with Sparsity and Privacy Guarantees,Marvin Xhemrishi Rawad Bitar Antonia WachterZeh,Information Theory (cs.IT),"We consider the problem of designing a coding scheme that allows bothsparsity and privacy for distributed matrix-vector multiplication. Perfectinformation-theoretic privacy requires encoding the input sparse matrices intomatrices distributed uniformly at random from the considered alphabet; thusdestroying the sparsity. Computing matrix-vector multiplication for sparsematrices is known to be fast. Distributing the computation over the non-sparseencoded matrices maintains privacy, but introduces artificial computing delays.In this work, we relax the privacy constraint and show that a certain level ofsparsity can be maintained in the encoded matrices. We consider thechief/worker setting while assuming the presence of two clusters of workers:one is completely untrusted in which all workers collude to eavesdrop on theinput matrix and in which perfect privacy must be satisfied; in the partlytrusted cluster, only up to $z$ workers may collude and to which revealingsmall amount of information about the input matrix is allowed. We design ascheme that trades sparsity for privacy while achieving the desiredconstraints. We use cyclic task assignments of the encoded matrices to toleratepartial and full stragglers.",3/4/2022,Information Theory,45,,,,,,,,,,,,,
135,Optimizationbased Phaseshift Codebook Design for Large IRSs,Walid R Ghanem Vahid Jamali Malte Schellmann Hanwen Cao Joseph Eichinger Robert Schober,Information Theory (cs.IT); Signal Processing (eess.SP),"In this paper, we focus on large intelligent reflecting surfaces (IRSs) andpropose a new codebook construction method to obtain a set of pre-designedphase-shift configurations for the IRS unit cells. Since the complexity ofonline optimization and the overhead for channel estimation for IRS-assistedcommunications scale with the size of the phase-shift codebook, the design ofsmall codebooks is of high importance. We consider both continuous and discretephase shift designs and formulate the codebook construction as optimizationproblems. To solve the optimization problems, we propose an optimal algorithmfor the discrete phaseshift design and a low-complexity sub-optimal solutionfor the continuous design. Simulation results show that the proposed algorithmsfacilitate the construction of codebooks of different sizes and with differentbeamwidths. Moreover, the performance of the discrete phase-shift design with2-bit quantization is shown to approach that of the continuous phase-shiftdesign. Finally, our simulation results show that the proposed designs enablelarge transmit power savings compared to the existing linear and quadraticcodebook designs.",3/6/2022,Information Theory,15,,,,,,,,,,,,,
136,Endogenous Security of Computation Offloading in BlockchainEmpowered Internet of Things,Yiliang Liu Zhou Su Bobo Yu,Information Theory (cs.IT); Signal Processing (eess.SP),"This paper investigates an endogenous security architecture for computationoffloading in the Internet of Things (IoT), where the blockchain technologyenables the traceability of malicious behaviors, and the task data uploadinglink from sensors to small base station (SBS) is protected by intelligentreflecting surface (IRS)-assisted physical layer security (PLS). Afterreceiving task data, the SBS allocates computational resources to help sensorsperform the task. The existing computation offloading schemes usually focus onnetwork performance improvement, such as energy consumption minimization, andneglect the Gas fee paid by sensors, resulting in the discontent of high Gaspayers. Here, we design a Gas-oriented computation offloading scheme thatguarantees the degree of satisfaction of sensors, while aiming to reduce energyconsumption. Also, we deduce the ergodic secrecy rate of IRS-assisted PLStransmission that can represent the global secrecy performance to allocatecomputational resources. The simulations show that the proposed scheme ensuresthat the node paying higher Gas gets stronger computational resources, and justraises $4\%$ energy consumption in comparison with energy consumptionminimization schemes.",3/26/2022,Information Theory,68,,,,,,,,,,,,,
137,Reconfigurable Intelligent Surface Assisted OFDM Relaying Subcarrier Matching with Balanced SNR,Tong Zhang Shuai Wang Yufan Zhuang Changsheng You Miaowen Wen YikChung Wu,Information Theory (cs.IT); Signal Processing (eess.SP),"Reconfigurable intelligent surface (RIS) is a promising solution to enhancethe performance of wireless communications via reconfiguring the wirelesspropagation environment. In this paper, we investigate the joint design of RISpassive beamforming and subcarrier matching in RIS-assisted orthogonalfrequency division multiplexing (OFDM) dual-hop relaying systems under twocases, depending on the presence of the RIS reflected link from the source tothe destination in the first hop. Accordingly, we formulate a mixed-integernonlinear programming (MINIP) problem to maximize the sum achievable rate overall subcarriers by jointly optimizing the RIS passive beamforming andsubcarrier matching. To solve this challenging problem, we first develop abranch-and-bound (BnB)-based alternating optimization algorithm to obtain anear-optimal solution by alternatively optimizing the subcarrier matching bythe BnB method and the RIS passive beamforming by using semidefinite relaxationtechniques. Then, a low-complexity difference-of-convex penalty-based algorithmis proposed to reduce the computation complexity in the BnB method. To furtherreduce the computational complexity, we utilize the learning-to-optimizeapproach to learn the joint design obtained from optimization techniques, whichis more amenable to practical implementations. Lastly, computer simulations arepresented to evaluate the performance of the proposed algorithms in the twocases. Simulation results demonstrate that the RIS-assisted OFDM relayingsystem achieves sustainable achievable rate gain as compared to that withoutRIS, and that with random passive beamforming, since RIS passive beamformingcan be leveraged to recast the subcarrier matching among different subcarriersand balance the signal-to-noise ratio within each subcarrier pair.",3/8/2022,Information Theory,43,,,,,,,,,,,,,
138,Thirdorder Analysis of Channel Coding in the Moderate Deviations Regime,Recep Can Yavas Victoria Kostina Michelle Effros,Information Theory (cs.IT),"The channel coding problem in the moderate deviations regime is studied;here, the error probability decays sub-exponentially to zero, and the rateapproaches the capacity slower than $O(1/\sqrt{n})$. Our result refinesAltuÄŸ and Wagner's moderate deviations result by deriving lower and upperbounds on the third-order term in the asymptotic expansion of the maximumachievable message set size. The third-order term of our expansion employs anew quantity here called the channel skewness. For the binary symmetric channeland most practically important $(n, \epsilon)$ pairs, including $n \in [100,500]$ and $\epsilon \in [10^{-10}, 10^{-1}]$, an approximation up to thechannel skewness is the most accurate among several expansions in theliterature.",3/26/2022,Information Theory,117,,,,,,,,,,,,,
139,Robust PACm Training Ensemble Models Under Model Misspecification and Outliers,Matteo Zecchin Sangwoo Park Osvaldo Simeone Marios Kountouris David Gesbert,Machine Learning (cs.LG); Artificial Intelligence (cs.AI); Information Theory (cs.IT),"Standard Bayesian learning is known to have suboptimal generalizationcapabilities under model misspecification and in the presence of outliers.PAC-Bayes theory demonstrates that the free energy criterion minimized byBayesian learning is a bound on the generalization error for Gibbs predictors(i.e., for single models drawn at random from the posterior) under theassumption of sampling distributions uncontaminated by outliers. This viewpointprovides a justification for the limitations of Bayesian learning when themodel is misspecified, requiring ensembling, and when data is affected byoutliers. In recent work, PAC-Bayes bounds - referred to as PAC$^m$ - werederived to introduce free energy metrics that account for the performance ofensemble predictors, obtaining enhanced performance under misspecification.This work presents a novel robust free energy criterion that combines thegeneralized logarithm score function with PAC$^m$ ensemble bounds. The proposedfree energy training criterion produces predictive distributions that are ableto concurrently counteract the detrimental effects of model misspecificationand outliers.",3/27/2022,Information Theory,100,,,,,,,,,,,,,
140,Private HighDimensional Hypothesis Testing,Shyam Narayanan,Data Structures and Algorithms (cs.DS); Cryptography and Security (cs.CR); Information Theory (cs.IT); Machine Learning (cs.LG); Statistics Theory (math.ST),"We provide improved differentially private algorithms for identity testing ofhigh-dimensional distributions. Specifically, for $d$-dimensional Gaussiandistributions with known covariance $\Sigma$, we can test whether thedistribution comes from $\mathcal{N}(\mu^*, \Sigma)$ for some fixed $\mu^*$ orfrom some $\mathcal{N}(\mu, \Sigma)$ with total variation distance at least$\alpha$ from $\mathcal{N}(\mu^*, \Sigma)$ with $(\varepsilon, 0)$-differentialprivacy, using only \[\tilde{O}\left(\frac{d^{1/2}}{\alpha^2} +\frac{d^{1/3}}{\alpha^{4/3} \cdot \varepsilon^{2/3}} + \frac{1}{\alpha \cdot\varepsilon}\right)\] samples if the algorithm is allowed to be computationallyinefficient, and only \[\tilde{O}\left(\frac{d^{1/2}}{\alpha^2} +\frac{d^{1/4}}{\alpha \cdot \varepsilon}\right)\] samples for a computationallyefficient algorithm. We also provide a matching lower bound showing that ourcomputationally inefficient algorithm has optimal sample complexity. We alsoextend our algorithms to various related problems, including mean testing ofGaussians with bounded but unknown covariance, uniformity testing of productdistributions over $\{\pm 1\}^d$, and tolerant testing.Our results improve over the previous best work of Canonne, Kamath, McMillan,Ullman, and Zakynthinou \cite{CanonneKMUZ20} for both computationally efficientand inefficient algorithms, and even our computationally efficient algorithmmatches the optimal \emph{non-private} sample complexity of$O\left(\frac{\sqrt{d}}{\alpha^2}\right)$ in many standard parameter settings.In addition, our results show that, surprisingly, private identity testing of$d$-dimensional Gaussians can be done with fewer samples than private identitytesting of discrete distributions over a domain of size $d$ \cite{AcharyaSZ18},which refutes a conjectured lower bound of Canonne et al. \cite{CanonneKMUZ20}.",3/4/2022,Information Theory,50,,,,,,,,,,,,,
141,Selective Residual MNet for Real Image Denoising,ChiMao Fan TsungJung Liu KuanHsien Liu,Image and Video Processing (eess.IV); Artificial Intelligence (cs.AI); Computer Vision and Pattern Recognition (cs.CV); Machine Learning (cs.LG); Multimedia (cs.MM),"Image restoration is a low-level vision task which is to restore degradedimages to noise-free images. With the success of deep neural networks, theconvolutional neural networks surpass the traditional restoration methods andbecome the mainstream in the computer vision area. To advance the performanceofdenoising algorithms, we propose a blind real image denoising network (SRMNet)by employing a hierarchical architecture improved from U-Net. Specifically, weuse a selective kernel with residual block on the hierarchical structure calledM-Net to enrich the multi-scale semantic information. Furthermore, our SRMNethas competitive performance results on two synthetic and two real-world noisydatasets in terms of quantitative metrics and visual quality. The source codeand pretrained model are available atthis https URL.",3/6/2022,Multimedia,63,,,,,,,,,,,,,
142,Recent rapid advancement in visual question answering architecture,Venkat Kodali Daniel Berleant,Computer Vision and Pattern Recognition (cs.CV); Artificial Intelligence (cs.AI); Computation and Language (cs.CL); Multimedia (cs.MM),"Understanding visual question answering is going to be crucial for numeroushuman activities. However, it presents major challenges at the heart of theartificial intelligence endeavor. This paper presents an update on the rapidadvancements in visual question answering using images that have occurred inthe last couple of years. Tremendous growth in research on improving visualquestion answering system architecture has been published recently, showing theimportance of multimodal architectures. Several points on the benefits ofvisual question answering are mentioned in the review paper by Manmadhan et al.(2020), on which the present article builds, including subsequent updates inthe field.",3/26/2022,Multimedia,92,,,,,,,,,,,,,
143,Experimental demonstration of SingleLevel and MultiLevelCell RRAMbased InMemory Computing with up to 16 parallel operations,E Esmanhotto T Hirtzlin N Castellani S Martin B Giraud F Andrieu JF Nodin D Querlioz JM Portal E Vianello,Emerging Technologies (cs.ET),"Crossbar arrays of resistive memories (RRAM) hold the promise of enablingIn-Memory Computing (IMC), but essential challenges due to the impact of deviceimperfection and device endurance have yet to be overcome. In this work, wedemonstrate experimentally an RRAM-based IMC logic concept with strongresilience to RRAM variability, even after one million endurance cycles. Ourwork relies on a generalization of the concept of in-memory Scouting Logic, andwe demonstrate it experimentally with up to 16 parallel devices (operands), anew milestone for RRAM in-memory logic. Moreover, we combine IMC withMulti-Level-Cell programming and demonstrate experimentally, for the firsttime, an IMC RRAM-based MLC 2-bit adder.",3/11/2022,Emerging Technologies,13,,,,,,,,,,,,,
144,SPICEprop Backpropagating Errors Through Memristive Spiking Neural Networks,Peng Zhou Jason K Eshraghian DongUk Choi SungMo Kang,Neural and Evolutionary Computing (cs.NE); Artificial Intelligence (cs.AI); Emerging Technologies (cs.ET),"We present a fully memristive spiking neural network (MSNN) consisting ofnovel memristive neurons trained using the backpropagation through time (BPTT)learning rule. Gradient descent is applied directly to the memristiveintegrated-and-fire (MIF) neuron designed using analog SPICE circuit models,which generates distinct depolarization, hyperpolarization, and repolarizationvoltage waveforms. Synaptic weights are trained by BPTT using the membranepotential of the MIF neuron model and can be processed on memristive crossbars.The natural spiking dynamics of the MIF neuron model and fully differentiable,eliminating the need for gradient approximations that are prevalent in thespiking neural network literature. Despite the added complexity of trainingdirectly on SPICE circuit models, we achieve 97.58% accuracy on the MNISTtesting dataset and 75.26% on the Fashion-MNIST testing dataset, the highestaccuracies among all fully MSNNs.",3/26/2022,Emerging Technologies,107,,,,,,,,,,,,,
145,A Fully Memristive Spiking Neural Network with Unsupervised Learning,Peng Zhou DongUk Choi Jason K Eshraghian SungMo Kang,Neural and Evolutionary Computing (cs.NE); Artificial Intelligence (cs.AI); Emerging Technologies (cs.ET),"We present a fully memristive spiking neural network (MSNN) consisting ofphysically-realizable memristive neurons and memristive synapses to implementan unsupervised Spiking Time Dependent Plasticity (STDP) learning rule. Thesystem is fully memristive in that both neuronal and synaptic dynamics can berealized by using memristors. The neuron is implemented using the SPICE-levelmemristive integrate-and-fire (MIF) model, which consists of a minimal numberof circuit elements necessary to achieve distinct depolarization,hyperpolarization, and repolarization voltage waveforms. The proposed MSNNuniquely implements STDP learning by using cumulative weight changes inmemristive synapses from the voltage waveform changes across the synapses,which arise from the presynaptic and postsynaptic spiking voltage signalsduring the training process. Two types of MSNN architectures are investigated:1) a biologically plausible memory retrieval system, and 2) a multi-classclassification system. Our circuit simulation results verify the MSNN'sunsupervised learning efficacy by replicating biological memory retrievalmechanisms, and achieving 97.5% accuracy in a 4-pattern recognition problem ina large scale discriminative MSNN.",3/23/2022,Emerging Technologies,16,,,,,,,,,,,,,
146,Stochastic Model Predictive Control using Initial State Optimization,Henning SchlÃ¼ter Frank AllgÃ¶wer,Systems and Control (eess.SY); Optimization and Control (math.OC),"We propose a stochastic MPC scheme using an optimization over the initialstate for the predicted trajectory. Considering linear discrete-time systemsunder unbounded additive stochastic disturbances subject to chance constraints,we use constraint tightening based on probabilistic reachable sets to designthe MPC. The scheme avoids the infeasibility issues arising from unboundeddisturbances by including the initial state as a decision variable. We showthat the stabilizing control scheme can guarantee constraint satisfaction inclosed loop, assuming unimodal disturbances. In addition to illustrating theseguarantees, the numerical example indicates further advantages of optimizingover the initial state for the transient behavior.",3/24/2022,System and Controls,119,,,,,,,,,,,,,
147,Riskaware Stochastic Shortest Path,Tobias Meggendorfer,Systems and Control (eess.SY); Artificial Intelligence (cs.AI),"We treat the problem of risk-aware control for stochastic shortest path (SSP)on Markov decision processes (MDP). Typically, expectation is considered forSSP, which however is oblivious to the incurred risk. We present an alternativeview, instead optimizing conditional value-at-risk (CVaR), an established riskmeasure. We treat both Markov chains as well as MDP and introduce, throughnovel insights, two algorithms, based on linear programming and valueiteration, respectively. Both algorithms offer precise and provably correctsolutions. Evaluation of our prototype implementation shows that risk-awarecontrol is feasible on several moderately sized models.",3/26/2022,System and Controls,127,,,,,,,,,,,,,
148,ETCetera beyond EventTriggered Control,Giannis Delimpaltadakis Gabriel de A Gleizer Ivo van Straalen Manuel Mazo Jr,Systems and Control (eess.SY),"We present ETCetera, a Python library developed for the analysis andsynthesis of the sampling behaviour of event triggered control (ETC) systems.In particular, the tool constructs abstractions of the sampling behaviour ofgiven ETC systems, in the form of timed automata (TA) or finite-statetransition systems (FSTSs). When the abstraction is an FSTS, ETCetera providesdiverse manipulation tools for analysis of ETC's sampling performance,synthesis of communication traffic schedulers (when networks shared by multipleETC loops are considered), and optimization of sampling strategies.Additionally, the TA models may be exported to UPPAAL for analysis andsynthesis of schedulers. Several examples of the tool's application foranalysis and synthesis problems with different types of dynamics andevent-triggered implementations are provided.",3/26/2022,System and Controls,62,,,,,,,,,,,,,
149,Phased array beamforming methods for powering biomedical ultrasonic implants,Braeden C Benedict 1 Mohammad Meraj Ghanbari 2 Rikky Muller 3 1 UC BerkeleyUC San Francisco Joint Program in Bioengineering 2 Department of Electrical Engineering and Computer Sciences University of California Berkeley,Systems and Control (eess.SY),"Millimeter-scale implants using ultrasound for power and communication havebeen proposed for a range of deep-tissue applications, including neuralrecording and stimulation. However, published implementations have shown highsensitivity to misalignment with the external ultrasound transducer. Ultrasonicbeamforming using a phased array to these implants can improve tolerance tomisalignment, reduce implant volume, and allow multiple implants to be operatedsimultaneously in different locations. This paper details the design of acustom planar phased array ultrasound system, which is capable of steering andfocusing ultrasound power within a 3D volume. Analysis and simulation isperformed to determine the choice of array element pitch, with specialattention given to maximizing the power available at the implant while meetingFDA limits for diagnostic ultrasound. Time reversal is proposed as acomputationally simple approach to beamforming that is robust despitescattering and inhomogeneity of the acoustic medium. This technique isdemonstrated both in active drive and pulse-echo modes, and it isexperimentally compared with other beamforming techniques by measuring energytransfer efficiency at varying depths and angles. Simultaneous power deliveryto multiple implants is also demonstrated.",3/23/2022,System and Controls,36,,,,,,,,,,,,,
150,Hierarchical and Modular Supervisory Control under Partial Observation Normality,Jan Komenda TomÃ¡Å¡ Masopust,Systems and Control (eess.SY),"Conditions preserving observability of specifications between the plant andits abstraction are fundamental for hierarchical supervisory control ofdiscrete-event systems under partial observation. Observation consistency andlocal observation consistency were identified as such conditions. To preservenormality, only observation consistency is required. Although observationconsistency preserves normality between the levels for normal specifications,we show that for specifications that are not normal, observation consistencydoes not guarantee that the supremal normal sublanguage computed on the lowlevel and on the high level coincide. Therefore, we define modified observationconsistency, under which the supremal normal sublanguages of different levelscoincide. Since we show that the verification of (modified) observationconsistency is PSPACE-hard for finite automata models and undecidable forsystems slightly more expressive than finite automata, we further discuss twostronger conditions that are easy to verify, and hence of practical interest.We apply modified observation consistency in modular systems to guarantee thatthe global supervisor can be computed locally. In particular, we use thecoordination control framework, where the global and local computations ofsupervisors coincide under the assumption that the coordinated events are allobservable.",3/24/2022,System and Controls,124,,,,,,,,,,,,,
151,Multisystem intervention optimization for interdependent infrastructure,Omar Kammouh Maria Nogal Ruud Binnekamp Rogier Wolfert,Systems and Control (eess.SY); Adaptation and Self-Organizing Systems (nlin.AO),"The wellbeing of modern societies is dependent upon the functioning of theirinfrastructure networks. This paper introduces the 3C concept, an integrativemulti-system and multi-stakeholder optimization approach for managinginfrastructure interventions (e.g., maintenance, renovation, etc.). Theproposed approach takes advantage of the benefits achieved by grouping (i.e.,optimizing) intervention activities. Intervention optimization leads tosubstantial savings on both direct intervention costs (operator) and indirectunavailability costs (society) by reducing the number of system interruptions.The proposed optimization approach is formalized into a structured mathematicalmodel that can account for the interactions between multiple infrastructurenetworks and the impact on multiple stakeholders (e.g., society andinfrastructure operators), and it can accommodate different types ofintervention, such as maintenance, removal, and upgrading. The different typesof interdependencies, within and across infrastructures, are modeled using aproposed interaction matrix (IM). The IM allows integrating the interventionsof different infrastructure networks whose interventions are normally plannedindependently. Moreover, the introduced 3C concept accounts for centralinterventions, which are those that must occur at a pre-established timemoment, where neither delay nor advance is permitted. To demonstrate theapplicability of the proposed approach, an illustrative example of amulti-system and multi-actor intervention planning is introduced. Results showa substantial reduction in the operator and societal costs. In addition, theoptimal intervention program obtained in the analysis shows no predictablepatterns, which indicates it is a useful managerial decision support tool.",3/26/2022,System and Controls,82,,,,,,,,,,,,,
152,Design and comparison of two linear controllers with precompensation gain for the Quadruple inverted pendulum,Franklin Josue Ticona Coaquira,Systems and Control (eess.SY),"In this work we present a workflow for designing two linear controltechniques applied to the dynamic system quadruple inverted pendulum mounted ona cart (QIP) where the steady state error on cart position is eliminatedthrough a precompensation gain. The first control law designed was based onLQR, technique that stabilizes the system states based on a minimization of thetotal energy of the system states and the second control technique was poleplacement by 2nd order system approximation, this method allowed to define asettling time and overshoot of the desired response of the plant, for thiscontrol the system was considered SISO, being the only output of the plant thehorizontal position of the cart. To eliminate the steady-state error generatedby both linear controllers, an analysis of the stationary response of thesystem under control in the Laplace Domain was performed. The simulationenvironment used to validate the results presented in this paper was Simscapeof Matlab, it is a simulation environment that allowed to simulate the dynamicof nonlinear mechanical systems. The results obtained indicate that bothcontrollers are able to stabilize the plant and move the cart position to thedesired setpoint. Finally, we discuss about the performances of both linearcontrol techniques.",3/26/2022,System and Controls,141,,,,,,,,,,,,,
153,Simplified Stability Assessment of Power Systems with VariableDelay WideArea Damping Control,K K Gajjar Kaustav Dey A M Kulkarni,Systems and Control (eess.SY),"Power electronic devices such as HVDC and FACTS can be used to improve thedamping of poorly damped inter-area modes in large power systems. This involvesthe use of wide-area feedback signals, which are transmitted via communicationnetworks. The performance of the closed-loop system is strongly influenced bythe delay associated with wide-area signals. The random nature of this delayintroduces a switched linear system model. The stability assessment of such asystem requires linear matrix inequality based approaches. This makes thestability analysis more complicated as the system size increases. To addressthis challenge, this paper proposes a delay-processing strategy that simplifiesthe modelling and analysis in discrete-domain. In contrast to the existingstability assessment techniques, the proposed approach is advantageous becausethe stability, as well as damping performance, can be accurately predicted by asimplified analysis. The proposed methodology is verified with a case study onthe 2-area 4-machine power system with a series compensated tie-line. Theresults are found to be in accordance with the predictions of the proposedsimplified analysis.",3/4/2022,System and Controls,82,,,,,,,,,,,,,
154,An Adaptive Human Driver Model for Realistic Race Car Simulations,Stefan LÃ¶ckel Siwei Ju Maximilian Schaller Peter van Vliet Jan Peters,Machine Learning (cs.LG); Robotics (cs.RO); Systems and Control (eess.SY),"Engineering a high-performance race car requires a direct consideration ofthe human driver using real-world tests or Human-Driver-in-the-Loopsimulations. Apart from that, offline simulations with human-like race drivermodels could make this vehicle development process more effective and efficientbut are hard to obtain due to various challenges. With this work, we intend toprovide a better understanding of race driver behavior and introduce anadaptive human race driver model based on imitation learning. Using existingfindings and an interview with a professional race engineer, we identifyfundamental adaptation mechanisms and how drivers learn to optimize lap time ona new track. Subsequently, we use these insights to develop generalization andadaptation techniques for a recently presented probabilistic driver modelingapproach and evaluate it using data from professional race drivers and astate-of-the-art race car simulator. We show that our framework can createrealistic driving line distributions on unseen race tracks with almosthuman-like performance. Moreover, our driver model optimizes its driving lap bylap, correcting driving errors from previous laps while achieving faster laptimes. This work contributes to a better understanding and modeling of thehuman driver, aiming to expedite simulation methods in the modern vehicledevelopment process and potentially supporting automated driving and racingtechnologies.",3/6/2022,System and Controls,139,,,,,,,,,,,,,
155,An observer cascade for velocity and multiple line estimation,AndrÃ© Mateus Pedro U Lima Pedro Miraldo,Robotics (cs.RO); Systems and Control (eess.SY),"Previous incremental estimation methods consider estimating a single line,requiring as many observers as the number of lines to be mapped. This leads tothe need for having at least $4N$ state variables, with $N$ being the number oflines. This paper presents the first approach for multi-line incrementalestimation. Since lines are common in structured environments, we aim toexploit that structure to reduce the state space. The modeling of structuredenvironments proposed in this paper reduces the state space to $3N + 3$ and isalso less susceptible to singular configurations. An assumption the previousmethods make is that the camera velocity is available at all times. However,the velocity is usually retrieved from odometry, which is noisy. With this inmind, we propose coupling the camera with an Inertial Measurement Unit (IMU)and an observer cascade. A first observer retrieves the scale of the linearvelocity and a second observer for the lines mapping. The stability of theentire system is analyzed. The cascade is shown to be asymptotically stable andshown to converge in experiments with simulated data.",3/23/2022,System and Controls,68,,,,,,,,,,,,,
156,A Remark on Evolution Equation of Stochastic Logical Dynamic Systems,Changxi Li June Feng Daizhan Cheng Xiao Zhang,Optimization and Control (math.OC); Systems and Control (eess.SY),"Modelling is an essential procedure in analyzing and controlling a givenlogical dynamic system (LDS). It has been proved that deterministic LDS can bemodeled as a linear-like system using algebraic state space representation.However, due to the inherently non-linear, it is difficult to obtain thealgebraic expression of a stochastic LDS. This paper provides a unifiedframework for transition analysis of LDSs with deterministic and stochasticdynamics. First, modelling of LDS with deterministic dynamics is reviewed. Thenmodeling of LDS with stochastic dynamics is considered, and non-equivalencebetween subsystems and global system is proposed. Next, the reason for thenon-equivalence is provided. Finally, consistency condition is presented forindependent model and conditional independent model.",3/24/2022,System and Controls,60,,,,,,,,,,,,,
